Ticket_ID,Created_Date,Resolved_Date,Priority,Status,Channel,Category,Agent_ID,Customer_Name,Resolution_Time_Hours,SLA_Breached,Customer_Satisfaction
T00606,2025-09-23 00:00:00,2025-09-23 13:00:00,Medium,Closed,Phone,Network Issue,A017,Benjamin Ellis,13,Yes,1
T00607,2025-10-19 00:00:00,2025-10-22 09:00:00,Critical,Open,Chat,Hardware Failure,A023,Courtney Reyes,81,No,2
T00608,2025-02-23 00:00:00,2025-02-23 22:00:00,Critical,Resolved,Phone,Access Request,A020,Juan Poole,22,No,2
T00609,2025-06-30 00:00:00,2025-07-04 20:00:00,High,Resolved,Portal,Hardware Failure,A024,Gregory Dixon,116,No,3
T00610,2025-11-08 00:00:00,2025-11-09 07:00:00,Medium,Closed,Chat,Software Bug,A015,Eugene Reynolds,31,No,5
T00611,2025-07-23 00:00:00,2025-07-23 01:00:00,High,Open,Phone,Software Bug,A001,Mark Casey,1,No,1
T00612,2025-04-24 00:00:00,2025-04-25 04:00:00,Low,Resolved,Phone,Login Issue,A002,Angela Edwards,28,No,3
T00613,2025-07-02 00:00:00,2025-07-02 20:00:00,High,Resolved,Phone,Network Issue,A009,Patricia French,20,No,2
T00614,2025-02-17 00:00:00,2025-02-20 02:00:00,Medium,Open,Chat,Hardware Failure,A006,Christopher Moore,74,No,4
T00615,2026-02-27 00:00:00,2026-03-03 20:00:00,Low,Resolved,Email,Access Request,A013,Michael Baker,116,Yes,5
T00616,2026-02-04 00:00:00,2026-02-04 08:00:00,High,Closed,Portal,Login Issue,A025,Kenneth Dominguez,8,Yes,3
T00617,2026-01-18 00:00:00,2026-01-21 12:00:00,Low,Closed,Email,Software Bug,A017,Brittany Contreras,84,Yes,5
T00618,2025-06-13 00:00:00,2025-06-15 22:00:00,Medium,Resolved,Phone,Network Issue,A002,Jacob Harris,70,No,5
T00619,2025-08-17 00:00:00,2025-08-21 01:00:00,Low,In Progress,Portal,Software Bug,A013,Laura Schultz,97,Yes,5
T00620,2025-03-09 00:00:00,2025-03-10 20:00:00,Critical,Open,Portal,Software Bug,A003,Jennifer Sims,44,No,1
T00621,2025-09-14 00:00:00,2025-09-16 08:00:00,Medium,Closed,Phone,Hardware Failure,A013,Mr. Jason Smith MD,56,Yes,2
T00622,2025-10-15 00:00:00,2025-10-18 07:00:00,Medium,In Progress,Email,Software Bug,A025,Sara Garrett,79,No,5
T00623,2025-06-15 00:00:00,2025-06-18 16:00:00,Low,Open,Portal,Hardware Failure,A012,Rebecca Weaver,88,No,5
T00624,2025-04-08 00:00:00,2025-04-09 18:00:00,Low,Resolved,Phone,Software Bug,A020,Jason Adams,42,No,3
T00625,2025-11-16 00:00:00,2025-11-16 19:00:00,Low,In Progress,Phone,Software Bug,A005,Thomas Rodriguez,19,Yes,4
T00626,2025-02-27 00:00:00,2025-03-02 23:00:00,Medium,In Progress,Chat,Login Issue,A011,Christina Brown DDS,95,Yes,1
T00627,2025-06-06 00:00:00,2025-06-08 10:00:00,Low,Resolved,Phone,Access Request,A007,Elizabeth Torres,58,Yes,4
T00628,2025-10-07 00:00:00,2025-10-09 19:00:00,Critical,In Progress,Email,Hardware Failure,A019,Brandy Cruz,67,Yes,3
T00629,2025-05-11 00:00:00,2025-05-11 22:00:00,High,In Progress,Chat,Login Issue,A015,Mrs. Susan Chang MD,22,Yes,1
T00630,2025-02-04 00:00:00,2025-02-06 02:00:00,High,Open,Email,Software Bug,A021,Regina Cobb,50,No,3
T00631,2025-04-29 00:00:00,2025-05-01 01:00:00,Low,Resolved,Portal,Access Request,A018,Melissa Hicks,49,Yes,5
T00632,2025-04-06 00:00:00,2025-04-07 02:00:00,Critical,Open,Email,Network Issue,A017,Kathryn Jackson,26,No,5
T00633,2025-06-20 00:00:00,2025-06-22 15:00:00,Medium,Open,Chat,Software Bug,A012,Katie Garcia,63,No,4
T00634,2025-05-01 00:00:00,2025-05-03 17:00:00,Low,Resolved,Portal,Login Issue,A018,Morgan Payne,65,No,3
T00635,2025-04-26 00:00:00,2025-04-26 20:00:00,Critical,In Progress,Email,Hardware Failure,A017,Edward Patel,20,Yes,3
T00636,2025-08-02 00:00:00,2025-08-03 07:00:00,Medium,Closed,Chat,Access Request,A011,Austin Flores,31,No,5
T00637,2025-10-05 00:00:00,2025-10-05 17:00:00,Medium,In Progress,Phone,Software Bug,A023,Raymond Phelps,17,Yes,2
T00638,2025-08-09 00:00:00,2025-08-13 21:00:00,Medium,Resolved,Email,Access Request,A018,Bonnie Bennett,117,Yes,2
T00639,2025-04-05 00:00:00,2025-04-06 17:00:00,Low,Resolved,Portal,Hardware Failure,A010,Samantha Bates,41,No,2
T00640,2026-01-17 00:00:00,2026-01-22 00:00:00,Medium,In Progress,Email,Network Issue,A006,Sherri Clark,120,Yes,3
T00641,2026-01-26 00:00:00,2026-01-29 07:00:00,High,In Progress,Phone,Network Issue,A022,Travis Sandoval,79,Yes,5
T00642,2025-07-03 00:00:00,2025-07-03 11:00:00,Medium,Closed,Chat,Network Issue,A013,Nicolas Allen,11,No,4
T00643,2025-08-31 00:00:00,2025-08-31 18:00:00,Medium,In Progress,Email,Hardware Failure,A025,Rachel Reed,18,Yes,2
T00644,2025-05-19 00:00:00,2025-05-21 05:00:00,Medium,In Progress,Email,Network Issue,A015,Karen Yu,53,No,2
T00645,2025-12-19 00:00:00,2025-12-20 18:00:00,Medium,Closed,Portal,Login Issue,A020,Heather Padilla,42,No,4
T00646,2026-01-04 00:00:00,2026-01-05 17:00:00,Low,Open,Portal,Hardware Failure,A002,James Cruz,41,Yes,4
T00647,2025-09-23 00:00:00,2025-09-25 21:00:00,Low,Closed,Email,Network Issue,A010,Brianna Berry MD,69,No,4
T00648,2025-07-23 00:00:00,2025-07-27 18:00:00,High,Closed,Phone,Hardware Failure,A010,George Gallegos,114,Yes,3
T00649,2025-12-20 00:00:00,2025-12-22 19:00:00,Critical,Closed,Email,Access Request,A004,Jeffrey White,67,Yes,2
T00650,2026-02-03 00:00:00,2026-02-06 03:00:00,Medium,Closed,Portal,Software Bug,A015,Angela Lane,75,Yes,5
T00651,2025-04-02 00:00:00,2025-04-04 11:00:00,Medium,Closed,Email,Software Bug,A011,Jason Sutton,59,Yes,5
T00652,2026-01-03 00:00:00,2026-01-06 22:00:00,Low,Open,Portal,Software Bug,A003,Jeremy Arellano,94,No,1
T00653,2026-01-08 00:00:00,2026-01-12 06:00:00,Medium,Closed,Portal,Login Issue,A025,Jessica Anderson,102,Yes,5
T00654,2025-06-21 00:00:00,2025-06-24 01:00:00,Medium,In Progress,Phone,Login Issue,A014,Thomas Navarro,73,No,2
T00655,2025-06-08 00:00:00,2025-06-11 22:00:00,High,In Progress,Email,Network Issue,A007,Mr. Bradley Logan Jr.,94,Yes,4
T00656,2025-11-15 00:00:00,2025-11-19 02:00:00,Low,Closed,Portal,Hardware Failure,A018,Edward Mccormick,98,Yes,3
T00657,2025-11-08 00:00:00,2025-11-12 17:00:00,Medium,In Progress,Portal,Hardware Failure,A014,Robert Bowers,113,No,4
T00658,2025-02-10 00:00:00,2025-02-13 05:00:00,Low,In Progress,Chat,Access Request,A021,Peter Thomas,77,Yes,5
T00659,2025-01-26 00:00:00,2025-01-27 00:00:00,Low,Resolved,Email,Network Issue,A002,Mr. George Foster,24,No,2
T00660,2025-06-19 00:00:00,2025-06-23 22:00:00,Low,Open,Portal,Network Issue,A006,Christina Olsen,118,No,1
T00661,2025-11-09 00:00:00,2025-11-12 13:00:00,Medium,Closed,Chat,Login Issue,A003,Lindsay Bowman,85,No,5
T00662,2025-06-15 00:00:00,2025-06-17 00:00:00,Low,Closed,Email,Software Bug,A016,Dawn Henderson,48,Yes,4
T00663,2025-03-04 00:00:00,2025-03-07 17:00:00,High,Closed,Phone,Network Issue,A020,Hannah Myers,89,Yes,3
T00664,2025-02-25 00:00:00,2025-02-28 02:00:00,Low,Closed,Chat,Hardware Failure,A020,Gregory Patterson,74,No,5
T00665,2025-05-13 00:00:00,2025-05-15 20:00:00,High,In Progress,Portal,Access Request,A024,Tommy Weber,68,No,5
T00666,2025-09-10 00:00:00,2025-09-14 08:00:00,Medium,Resolved,Phone,Login Issue,A004,Kenneth Chavez,104,Yes,2
T00667,2025-08-27 00:00:00,2025-08-30 09:00:00,Medium,Closed,Portal,Login Issue,A011,Cassidy Rogers,81,No,1
T00668,2025-10-14 00:00:00,2025-10-18 08:00:00,Low,In Progress,Chat,Software Bug,A003,Abigail Davis,104,No,2
T00669,2025-06-03 00:00:00,2025-06-05 17:00:00,High,Open,Email,Software Bug,A011,Oscar Davis,65,No,5
T00670,2026-01-06 00:00:00,2026-01-09 01:00:00,Low,In Progress,Phone,Software Bug,A011,Reginald Miller,73,No,5
T00671,2025-08-31 00:00:00,2025-09-04 07:00:00,Medium,Closed,Phone,Hardware Failure,A018,Mrs. Jennifer Fernandez,103,No,1
T00672,2025-08-25 00:00:00,2025-08-29 05:00:00,Low,Resolved,Chat,Access Request,A018,Jessica Fletcher,101,Yes,4
T00673,2025-04-17 00:00:00,2025-04-20 02:00:00,High,Open,Phone,Software Bug,A001,Johnny Sanchez DVM,74,No,3
T00674,2025-07-12 00:00:00,2025-07-15 09:00:00,Medium,Closed,Phone,Access Request,A004,Howard Perry,81,No,5
T00675,2025-12-28 00:00:00,2026-01-01 14:00:00,Low,Resolved,Portal,Login Issue,A016,Monica Taylor,110,Yes,3
T00676,2025-07-10 00:00:00,2025-07-12 10:00:00,Medium,Resolved,Phone,Login Issue,A012,Johnny Sanders,58,Yes,3
T00677,2026-02-03 00:00:00,2026-02-04 02:00:00,Critical,Open,Portal,Access Request,A005,Ricardo Eaton,26,Yes,1
T00678,2025-06-24 00:00:00,2025-06-28 23:00:00,High,Resolved,Phone,Login Issue,A017,Susan Burns,119,Yes,4
T00679,2025-04-16 00:00:00,2025-04-19 21:00:00,Critical,Closed,Email,Login Issue,A010,Anna Martinez,93,Yes,1
T00680,2025-12-18 00:00:00,2025-12-22 13:00:00,Low,Resolved,Portal,Login Issue,A004,Robin Wells,109,No,5
T00681,2025-01-12 00:00:00,2025-01-15 02:00:00,Medium,Resolved,Phone,Network Issue,A010,Gerald Lee,74,No,3
T00682,2025-09-30 00:00:00,2025-10-01 17:00:00,Low,Resolved,Phone,Network Issue,A009,Michelle Flynn,41,Yes,4
T00683,2025-01-08 00:00:00,2025-01-11 08:00:00,Low,In Progress,Chat,Access Request,A011,Rachel Smith,80,No,5
T00684,2025-03-14 00:00:00,2025-03-17 19:00:00,Medium,In Progress,Email,Software Bug,A020,Tammy Baker,91,No,3
T00685,2025-10-04 00:00:00,2025-10-06 09:00:00,Medium,Open,Portal,Login Issue,A004,Michael Lewis,57,No,1
T00686,2025-01-28 00:00:00,2025-01-28 12:00:00,Critical,In Progress,Portal,Access Request,A012,Daniel Bell,12,No,4
T00687,2025-06-20 00:00:00,2025-06-24 09:00:00,Low,Closed,Phone,Login Issue,A023,Mr. Lee Hull,105,No,2
T00688,2025-02-19 00:00:00,2025-02-21 11:00:00,Critical,Closed,Phone,Network Issue,A005,William Smith,59,No,3
T00689,2025-07-06 00:00:00,2025-07-08 03:00:00,High,Resolved,Portal,Hardware Failure,A001,Ryan Robertson,51,Yes,2
T00690,2025-09-01 00:00:00,2025-09-01 15:00:00,Critical,Closed,Phone,Software Bug,A025,Valerie Richardson,15,No,3
T00691,2025-11-06 00:00:00,2025-11-09 02:00:00,Low,Closed,Email,Software Bug,A018,Lauren Walsh,74,Yes,2
T00692,2026-02-10 00:00:00,2026-02-11 15:00:00,Critical,Closed,Portal,Network Issue,A020,Derek Sanders,39,Yes,5
T00693,2025-10-08 00:00:00,2025-10-08 21:00:00,Critical,Open,Chat,Network Issue,A023,Kristina Turner,21,No,4
T00694,2026-02-06 00:00:00,2026-02-08 08:00:00,High,In Progress,Phone,Login Issue,A024,Shelley Miller,56,No,5
T00695,2025-02-28 00:00:00,2025-03-03 04:00:00,Critical,Resolved,Email,Hardware Failure,A006,Jessica Watson,76,No,5
T00696,2025-07-27 00:00:00,2025-07-27 09:00:00,Low,Closed,Chat,Hardware Failure,A021,Jennifer Williams,9,Yes,5
T00697,2025-02-16 00:00:00,2025-02-17 04:00:00,Low,In Progress,Phone,Hardware Failure,A018,Autumn Johnson,28,No,2
T00698,2025-07-19 00:00:00,2025-07-22 07:00:00,Critical,In Progress,Phone,Software Bug,A010,Carl Brown,79,No,5
T00699,2025-08-11 00:00:00,2025-08-14 20:00:00,Low,Open,Portal,Network Issue,A010,Melissa Davis,92,Yes,3
T00700,2025-07-09 00:00:00,2025-07-13 20:00:00,Low,Open,Chat,Login Issue,A010,Michele Brown,116,Yes,5
T00701,2025-05-01 00:00:00,2025-05-03 08:00:00,Critical,Resolved,Portal,Hardware Failure,A013,James Hunt,56,No,5
T00702,2025-10-07 00:00:00,2025-10-08 04:00:00,Critical,In Progress,Phone,Access Request,A013,Joe James,28,No,2
T00703,2026-03-07 00:00:00,2026-03-09 06:00:00,High,In Progress,Phone,Login Issue,A003,James Watts,54,Yes,2
T00704,2025-03-15 00:00:00,2025-03-18 21:00:00,Critical,In Progress,Email,Network Issue,A021,Daniel Snow,93,No,4
T00705,2026-03-17 00:00:00,2026-03-19 11:00:00,Critical,In Progress,Portal,Access Request,A014,Cynthia Conner,59,No,5
T00706,2025-07-16 00:00:00,2025-07-17 22:00:00,Medium,Closed,Email,Access Request,A016,Robert Hartman,46,Yes,2
T00707,2025-12-31 00:00:00,2026-01-02 17:00:00,Critical,Resolved,Email,Login Issue,A019,Chad Taylor,65,No,3
T00708,2025-12-27 00:00:00,2025-12-29 00:00:00,Critical,Open,Phone,Access Request,A025,Kyle Jones,48,No,1
T00709,2025-08-27 00:00:00,2025-08-29 19:00:00,Low,In Progress,Portal,Login Issue,A022,William Gomez,67,No,1
T00710,2025-11-10 00:00:00,2025-11-10 07:00:00,Low,Closed,Portal,Access Request,A016,Mary Pacheco,7,No,3
T00711,2025-08-04 00:00:00,2025-08-05 22:00:00,High,In Progress,Email,Access Request,A024,Alejandra Mejia,46,No,3
T00712,2026-01-08 00:00:00,2026-01-12 05:00:00,High,Open,Portal,Access Request,A006,Mary Fowler,101,Yes,5
T00713,2025-12-03 00:00:00,2025-12-04 14:00:00,Low,Resolved,Portal,Login Issue,A005,Kerri Pearson,38,Yes,5
T00714,2026-03-12 00:00:00,2026-03-16 05:00:00,High,In Progress,Chat,Software Bug,A009,Steven Martin,101,Yes,3
T00715,2026-01-15 00:00:00,2026-01-15 15:00:00,Medium,In Progress,Portal,Software Bug,A006,Bonnie Case,15,No,5
T00716,2026-02-05 00:00:00,2026-02-08 18:00:00,Critical,In Progress,Email,Software Bug,A003,Erin Hall,90,Yes,2
T00717,2025-11-01 00:00:00,2025-11-06 00:00:00,Critical,Closed,Portal,Network Issue,A022,Adriana Herman,120,No,2
T00718,2026-01-07 00:00:00,2026-01-10 10:00:00,Medium,Resolved,Email,Software Bug,A025,Joshua Johns,82,Yes,2
T00719,2025-01-27 00:00:00,2025-01-27 22:00:00,Critical,Closed,Chat,Hardware Failure,A024,Ashley Barron,22,Yes,4
T00720,2025-07-14 00:00:00,2025-07-17 16:00:00,Critical,Resolved,Phone,Access Request,A014,Shannon Nichols,88,Yes,4
T00721,2025-05-28 00:00:00,2025-06-01 23:00:00,Critical,Resolved,Email,Login Issue,A018,Jeffrey King,119,No,4
T00722,2026-03-09 00:00:00,2026-03-11 08:00:00,High,Resolved,Chat,Software Bug,A004,Monica Parker,56,No,5
T00723,2025-12-02 00:00:00,2025-12-05 03:00:00,Critical,In Progress,Phone,Access Request,A011,Sharon Cooley DVM,75,Yes,4
T00724,2025-06-10 00:00:00,2025-06-12 23:00:00,Low,Open,Email,Hardware Failure,A004,Shannon Hester,71,Yes,1
T00725,2025-12-17 00:00:00,2025-12-19 10:00:00,Medium,Resolved,Chat,Network Issue,A002,Robert Sandoval,58,Yes,3
T00726,2025-11-14 00:00:00,2025-11-14 12:00:00,Medium,Open,Email,Login Issue,A020,Eric Smith,12,Yes,1
T00727,2025-07-12 00:00:00,2025-07-15 13:00:00,Medium,Open,Phone,Software Bug,A010,Andrew Day,85,No,5
T00728,2025-12-05 00:00:00,2025-12-10 00:00:00,Critical,Resolved,Portal,Software Bug,A009,Amy Horton,120,Yes,1
T00729,2026-02-04 00:00:00,2026-02-04 10:00:00,Low,Closed,Portal,Software Bug,A002,Tyler Contreras,10,No,3
T00730,2026-02-21 00:00:00,2026-02-22 10:00:00,Critical,Open,Portal,Network Issue,A020,Christopher Moore,34,No,2
T00731,2025-04-02 00:00:00,2025-04-05 11:00:00,Low,In Progress,Portal,Network Issue,A020,Tracy Fuller,83,Yes,4
T00732,2025-08-15 00:00:00,2025-08-18 20:00:00,Low,Open,Email,Login Issue,A019,Kaitlyn Garcia,92,No,3
T00733,2026-02-02 00:00:00,2026-02-04 10:00:00,Critical,In Progress,Email,Login Issue,A022,Chris Nguyen,58,No,1
T00734,2025-05-17 00:00:00,2025-05-17 20:00:00,Critical,Open,Portal,Hardware Failure,A014,Kimberly Davis,20,No,3
T00735,2026-03-09 00:00:00,2026-03-12 22:00:00,Medium,Open,Portal,Hardware Failure,A004,David Jones,94,No,1
T00736,2025-06-20 00:00:00,2025-06-23 16:00:00,Critical,Open,Email,Software Bug,A018,Tony Martinez,88,No,3
T00737,2025-02-11 00:00:00,2025-02-15 12:00:00,High,In Progress,Phone,Access Request,A002,Cory Moore,108,No,4
T00738,2025-12-05 00:00:00,2025-12-06 01:00:00,Critical,Open,Chat,Hardware Failure,A003,Abigail Leblanc,25,No,3
T00739,2026-01-12 00:00:00,2026-01-13 01:00:00,Low,In Progress,Email,Access Request,A008,Lisa Patrick,25,No,2
T00740,2025-07-19 00:00:00,2025-07-19 09:00:00,High,Closed,Portal,Login Issue,A002,Gregory Obrien,9,No,5
T00741,2025-01-29 00:00:00,2025-01-30 20:00:00,Critical,Open,Phone,Access Request,A015,Jennifer Carlson,44,Yes,1
T00742,2026-01-15 00:00:00,2026-01-18 03:00:00,Low,Open,Phone,Hardware Failure,A021,Joel Nguyen,75,Yes,2
T00743,2025-08-30 00:00:00,2025-09-03 21:00:00,Low,In Progress,Phone,Login Issue,A006,Emily Johnson,117,Yes,5
T00744,2025-06-07 00:00:00,2025-06-11 10:00:00,Critical,In Progress,Email,Login Issue,A004,Dean Keith,106,No,1
T00745,2025-11-01 00:00:00,2025-11-05 07:00:00,Medium,Open,Phone,Hardware Failure,A011,Autumn Massey,103,No,5
T00746,2025-06-16 00:00:00,2025-06-16 16:00:00,Medium,Resolved,Phone,Login Issue,A019,Evan Elliott,16,Yes,5
T00747,2025-06-21 00:00:00,2025-06-21 09:00:00,High,In Progress,Portal,Network Issue,A023,Brandon Evans,9,No,1
T00748,2025-10-11 00:00:00,2025-10-11 22:00:00,Medium,Open,Phone,Login Issue,A021,Melissa Neal,22,No,4
T00749,2026-02-03 00:00:00,2026-02-03 21:00:00,Critical,Open,Email,Login Issue,A006,Patrick Wyatt,21,Yes,1
T00750,2025-12-28 00:00:00,2025-12-31 12:00:00,High,Closed,Portal,Network Issue,A007,Lynn Turner,84,Yes,5
T00751,2025-11-24 00:00:00,2025-11-25 11:00:00,Critical,Closed,Phone,Network Issue,A020,Shannon Robinson,35,Yes,5
T00752,2025-11-02 00:00:00,2025-11-03 00:00:00,Low,Resolved,Chat,Hardware Failure,A001,Michael Nelson,24,Yes,4
T00753,2025-04-09 00:00:00,2025-04-09 16:00:00,Low,Resolved,Phone,Hardware Failure,A025,Brittney Green,16,Yes,5
T00754,2025-05-22 00:00:00,2025-05-22 07:00:00,Low,In Progress,Portal,Hardware Failure,A006,Mary Mendoza,7,Yes,2
T00755,2025-12-10 00:00:00,2025-12-14 23:00:00,Low,Resolved,Chat,Network Issue,A014,Erin Young,119,No,1
T00756,2025-06-21 00:00:00,2025-06-24 07:00:00,Low,Open,Email,Access Request,A006,Denise Booker,79,Yes,4
T00757,2026-02-07 00:00:00,2026-02-07 04:00:00,Low,Open,Phone,Hardware Failure,A019,James May,4,No,4
T00758,2025-08-03 00:00:00,2025-08-04 02:00:00,Medium,Open,Chat,Network Issue,A004,Stephanie Evans,26,Yes,3
T00759,2026-01-13 00:00:00,2026-01-15 05:00:00,Critical,In Progress,Email,Hardware Failure,A019,Roger Hale,53,No,2
T00760,2025-01-28 00:00:00,2025-02-01 18:00:00,Medium,In Progress,Portal,Network Issue,A013,Hayden Perry,114,No,4
T00761,2025-03-11 00:00:00,2025-03-13 11:00:00,High,Resolved,Phone,Software Bug,A005,Taylor Lee,59,Yes,2
T00762,2025-12-21 00:00:00,2025-12-24 01:00:00,High,In Progress,Email,Hardware Failure,A015,Juan Drake,73,No,1
T00763,2025-03-29 00:00:00,2025-04-02 02:00:00,Medium,Resolved,Phone,Access Request,A006,Kimberly Leon,98,Yes,3
T00764,2025-02-14 00:00:00,2025-02-16 05:00:00,Critical,In Progress,Portal,Hardware Failure,A009,Amber Brown,53,Yes,5
T00765,2026-01-09 00:00:00,2026-01-11 07:00:00,Medium,Resolved,Portal,Access Request,A008,Jason Flores,55,Yes,2
T00766,2025-10-21 00:00:00,2025-10-25 19:00:00,Critical,Open,Email,Hardware Failure,A024,Jason Davis,115,Yes,1
T00767,2025-08-06 00:00:00,2025-08-08 20:00:00,Critical,Open,Portal,Hardware Failure,A008,James Burke,68,Yes,4
T00768,2025-10-13 00:00:00,2025-10-17 01:00:00,Critical,In Progress,Phone,Software Bug,A010,Caleb Schroeder,97,Yes,1
T00769,2025-11-28 00:00:00,2025-11-28 12:00:00,Critical,Resolved,Phone,Hardware Failure,A019,Felicia Richardson,12,Yes,1
T00770,2025-08-21 00:00:00,2025-08-23 12:00:00,Critical,In Progress,Chat,Hardware Failure,A023,Shelby Hall,60,Yes,2
T00771,2026-03-17 00:00:00,2026-03-20 09:00:00,Critical,Resolved,Email,Software Bug,A014,Kenneth Smith,81,No,1
T00772,2025-12-24 00:00:00,2025-12-27 07:00:00,Medium,Open,Chat,Login Issue,A017,Isaac Moss,79,No,5
T00773,2025-01-27 00:00:00,2025-01-27 15:00:00,High,Closed,Email,Software Bug,A012,David Gomez,15,Yes,4
T00774,2025-11-28 00:00:00,2025-12-01 00:00:00,Medium,In Progress,Chat,Network Issue,A018,Lori Herrera,72,Yes,1
T00775,2025-11-29 00:00:00,2025-12-01 14:00:00,Medium,In Progress,Chat,Software Bug,A009,Omar Davis,62,No,5
T00776,2025-05-22 00:00:00,2025-05-22 07:00:00,High,Resolved,Portal,Hardware Failure,A017,Lucas Malone,7,Yes,1
T00777,2025-08-29 00:00:00,2025-09-01 19:00:00,High,Closed,Chat,Login Issue,A007,Joshua Palmer,91,No,5
T00778,2025-02-14 00:00:00,2025-02-14 11:00:00,Medium,Resolved,Email,Login Issue,A006,Jeremy White,11,No,4
T00779,2025-02-27 00:00:00,2025-03-02 18:00:00,Critical,In Progress,Phone,Access Request,A021,Ryan Keller,90,Yes,2
T00780,2025-05-31 00:00:00,2025-06-02 06:00:00,Medium,Closed,Chat,Hardware Failure,A015,Megan Carter,54,Yes,5
T00781,2025-05-30 00:00:00,2025-05-31 01:00:00,Low,In Progress,Chat,Hardware Failure,A019,Michael Walters,25,No,1
T00782,2025-12-02 00:00:00,2025-12-05 11:00:00,Critical,Closed,Portal,Software Bug,A019,Kyle Fowler,83,Yes,3
T00783,2026-02-09 00:00:00,2026-02-10 16:00:00,High,In Progress,Portal,Software Bug,A010,John Roberts,40,Yes,2
T00784,2025-03-17 00:00:00,2025-03-18 22:00:00,Critical,In Progress,Phone,Access Request,A010,Aimee Sherman,46,Yes,3
T00785,2025-03-31 00:00:00,2025-04-04 12:00:00,Medium,In Progress,Email,Login Issue,A011,Danielle Leblanc,108,Yes,2
T00786,2025-08-14 00:00:00,2025-08-15 10:00:00,Medium,In Progress,Email,Software Bug,A012,Travis Mcgee,34,Yes,3
T00787,2025-07-10 00:00:00,2025-07-12 10:00:00,Medium,Resolved,Email,Login Issue,A013,Janet Kirby,58,No,5
T00788,2026-01-29 00:00:00,2026-01-29 19:00:00,High,In Progress,Email,Access Request,A017,Laura Hartman,19,No,4
T00789,2025-11-28 00:00:00,2025-12-01 19:00:00,Critical,Resolved,Phone,Access Request,A024,Seth Davis DVM,91,No,3
T00790,2025-06-23 00:00:00,2025-06-26 17:00:00,Critical,Open,Phone,Access Request,A004,Bryan Hobbs,89,No,1
T00791,2025-01-13 00:00:00,2025-01-15 04:00:00,Medium,Closed,Chat,Login Issue,A011,Lisa Pearson,52,Yes,5
T00792,2025-11-08 00:00:00,2025-11-11 11:00:00,Medium,Resolved,Phone,Login Issue,A003,Joshua Keith,83,No,2
T00793,2025-12-13 00:00:00,2025-12-16 14:00:00,Critical,In Progress,Portal,Software Bug,A020,Allen White,86,Yes,1
T00794,2025-12-08 00:00:00,2025-12-09 23:00:00,Medium,Closed,Chat,Hardware Failure,A012,Karen Estes,47,Yes,4
T00795,2025-05-26 00:00:00,2025-05-27 21:00:00,High,Closed,Email,Network Issue,A024,Kyle Henry,45,No,3
T00796,2026-01-15 00:00:00,2026-01-17 06:00:00,High,In Progress,Portal,Hardware Failure,A005,Tina Butler,54,Yes,4
T00797,2025-03-15 00:00:00,2025-03-16 03:00:00,Critical,Resolved,Email,Access Request,A025,Ryan Flores,27,No,3
T00798,2025-02-15 00:00:00,2025-02-15 01:00:00,High,Closed,Phone,Access Request,A015,Linda Leonard,1,Yes,4
T00799,2025-04-13 00:00:00,2025-04-14 00:00:00,High,Closed,Email,Software Bug,A019,Monica Hardy,24,No,4
T00800,2025-09-10 00:00:00,2025-09-13 00:00:00,Medium,Open,Email,Network Issue,A009,Mark Reyes,72,No,4
T00801,2025-11-24 00:00:00,2025-11-28 11:00:00,Low,Resolved,Portal,Network Issue,A016,Jesse Alvarez,107,Yes,4
T00802,2025-01-15 00:00:00,2025-01-15 16:00:00,Critical,Open,Chat,Access Request,A016,Jennifer Clay,16,No,3
T00803,2026-03-21 00:00:00,2026-03-22 10:00:00,Low,Resolved,Email,Software Bug,A006,James Guzman,34,Yes,4
T00804,2025-03-16 00:00:00,2025-03-17 17:00:00,Medium,Resolved,Phone,Login Issue,A009,Jessica Sanders,41,No,4
T00805,2025-08-03 00:00:00,2025-08-06 10:00:00,Low,Resolved,Chat,Access Request,A021,John Rojas,82,Yes,3
T00806,2025-09-21 00:00:00,2025-09-22 01:00:00,Low,In Progress,Chat,Software Bug,A022,Jason Williams,25,No,2
T00807,2025-05-19 00:00:00,2025-05-22 16:00:00,Low,Resolved,Phone,Login Issue,A005,Jennifer Evans,88,No,3
T00808,2025-07-10 00:00:00,2025-07-14 04:00:00,Critical,Resolved,Phone,Login Issue,A007,Clayton Green,100,Yes,4
T00809,2025-09-15 00:00:00,2025-09-16 05:00:00,Low,Closed,Portal,Login Issue,A004,Scott Green,29,Yes,2
T00810,2025-01-09 00:00:00,2025-01-11 14:00:00,High,Resolved,Phone,Hardware Failure,A020,Jillian Gonzalez,62,No,3
T00811,2025-03-30 00:00:00,2025-04-02 19:00:00,Low,Open,Phone,Network Issue,A023,Steven Cuevas,91,Yes,3
T00812,2025-12-19 00:00:00,2025-12-20 06:00:00,Medium,In Progress,Phone,Login Issue,A014,Kenneth Hicks DVM,30,Yes,3
T00813,2025-02-09 00:00:00,2025-02-09 03:00:00,Critical,Open,Phone,Login Issue,A002,Stacey French,3,Yes,4
T00814,2025-08-29 00:00:00,2025-08-29 16:00:00,Low,Open,Chat,Login Issue,A025,Mary Thompson,16,Yes,3
T00815,2026-02-05 00:00:00,2026-02-05 16:00:00,Medium,In Progress,Phone,Software Bug,A001,Angela Graham,16,Yes,5
